,id,division,LVC_place,Waco_place,Texas_place,JB_place,events_played,average_place,SP_place,SK_place,total_cash,Vintage_place,MAO_place,VO_place,Memorial_place,Paradise_place,TVC_place,SSM_place,Belton_place,Dogwood_place,BGO_place,DDO_place,COM_place,LPO_place,Three_place,GHP_place,Dust_place,avg_std_away,Rumble_place,HUK_place,PH_place,Kitsap_place,OTB_place,Mich_place,USW_place,Norm_place,SCM_place,FSO_place,Tam_place,Port_place,Tenn_place,NT3_place,HPC_place,Turk_place,Utah_place,GCC_place,Mega_place,Titan_place,Chain2020_place,Holiday2020_place,Belton2020_place,LCT2020_place,ProWorlds_place,LCTB2020_place,LCTB2020_par,LCTB2020_prize,LCTB2020_DNF,total_cash_2021,LCTB2020_cash_std,LCTB2020_par_best,LCTB2020_std_away,NWA2020_place,VPO2020_place,Oklahoma2020_place,Hub2020_place,WOM2020_place,MBO2020_place,NorCal2020_place,state,WOGD2020_place,DGPTChamp2020_place,WomenNC2020_place,Aspen2020_place,BigRip2020_place,TexasSt2020_place,Clash2020_place,JB2020_place,Hollow2020_place,Music2020_place,SBM2020_place,Basket2020_place,Tyyni_place,Treebash_place,Canyons_place,Majestic_place,Four2020_place,Mville2020_place,Stafford2020_place,DMC_place,VacOpen_place,CNSAF_place,Silver_place,River_place,Jacks2020_place,Maine2020_place,ACC2020_place,MVP2020_place,Colo2020_place,Wash2020_place,Green2020_place,Kitsap2020_place,Keisari_place,Heat_place,Mad_place,Sevi_place,CCR_place,MSM_place,War_place,Pitt2020_place,GLO_place,FDO_place,Ontario2020_place,GHO2020_place,Swede2020_place,Kuopio_place,Preserve_place,NOC_place,Link_place,Idlewild2020_place,Ledge2020_place,Norm2020_place,Cedar2020_place,Ponca2020_place,River2020_place,Lake2020_place,MAO2020_place,Kuopio2020_place,Ledge_place,Portneuf_place,Firefly_place,Idle_place,Maine_place,Stafford_place,Mayhem_place,Lund_place,Brent_place,Ontario_place,Cedar_place,Sweden_place,Del_place,Ponca_place,MVP_place,Rivers_place,Toronto_place,Falcons_place,Trail_place,Chiro_place,Green_place,SEI_place,name,Nokia_place,Pitt_place
10,100965,FPO,0,14,12,8,20,6.4,0,0,17780,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1.786789614547693,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0.0,,0.0,no,12655,2.5,-14.0,,0,0,0,0,0,0,0,,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,7,0,Heather Young,0,0
11,62880,FPO,21,17,4,9,19,9.789473684210526,0,0,9536,0,0,0,6,0,0,0,8,0,0,23,0,0,0,0,0,2.4769219297183533,0,0,0,0,0,0,0,2,3,0,0,15,0,0,0,0,9,0,0,0,0,0,0,0,10,0.0,,0.0,no,8418,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Alexis Mandujano,0,0
12,29190,FPO,1,5,11,2,24,2.2083333333333335,0,0,68840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3894512983962496,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,,0.0,no,47890,2.5,-14.0,,0,0,0,0,0,0,0,,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,Paige Pierce,0,0
13,71262,FPO,26,23,13,5,16,16.9375,0,0,5528,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,3.6267760866007785,0,0,0,0,11,0,11,0,26,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,,0.0,no,5528,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,29,0,0,0,0,0,0,0,0,13,0,18,0,0,0,0,0,8,0,Erika Stinchcomb,0,0
14,51277,FPO,22,9,2,0,34,9.705882352941176,0,0,17848,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2.3793349895389446,0,0,0,0,0,0,5,0,9,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,14,0.0,,0.0,no,11453,2.5,-14.0,,0,0,0,8,0,2,0,,0,5,23,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,10,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,5,0,0,5,19,0,0,0,0,0,19,0,0,6,19,0,0,0,0,2,0,0,13,0,0,16,0,4,0,0,0,0,0,0,3,0,18,0,0,0,0,0,21,0,Holly Finley,0,1
15,66842,FPO,31,30,25,12,34,13.470588235294118,0,0,9810,9,6,0,0,0,0,0,17,0,0,20,0,0,0,0,0,3.2508072126103262,0,0,0,0,17,0,17,0,22,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,18,0.0,,0.0,no,6273,2.5,-14.0,,0,0,0,2,0,8,0,,0,9,22,0,0,0,0,9,0,9,0,2,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,7,0,0,0,0,0,10,0,0,15,24,0,0,0,0,0,0,0,16,0,0,21,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,17,0,Deann Carey,0,0
16,75029,FPO,19,21,0,13,22,18.363636363636363,0,0,2836,11,12,0,8,0,0,0,22,0,0,23,0,0,0,0,0,4.128975517703765,0,0,0,0,0,0,0,0,30,0,0,24,0,0,0,0,16,0,0,0,0,0,0,0,31,0.0,,0.0,no,2341,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,24,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,0,0,6,0,10,0,0,29,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,20,0,Cynthia Ricciotti,0,0
17,63257,FPO,14,0,18,0,13,13.923076923076923,0,0,5713,0,0,0,0,0,0,0,16,0,0,10,0,0,0,0,1,2.7572864389118883,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,26,0.0,,0.0,no,5713,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,30,0,Maria Oliva,0,0
18,99455,FPO,39,26,16,26,31,15.419354838709678,0,0,6103,10,6,0,0,0,0,0,13,0,0,15,0,0,0,0,0,3.3766415978761217,0,0,0,0,12,0,34,0,17,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,,0.0,no,4470,2.5,-14.0,,2,0,0,9,0,0,0,,1,0,26,0,0,0,0,12,0,8,0,0,0,0,5,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,0,25,0,0,0,0,0,3,0,25,0,0,25,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,17,0,Kat Mertsch,0,0
19,58276,FPO,0,0,21,0,33,9.303030303030303,0,2,15779,13,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2.1763836001776355,0,0,0,0,21,0,32,0,15,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,43,1.0,-14.0,254.0,no,7230,2.5,-14.0,0.0,0,0,0,1,0,3,0,,0,9,11,0,0,0,0,10,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,24,0,0,11,0,0,0,0,2,0,0,0,4,0,11,0,0,0,0,0,15,0,Ellen Widboom,0,0
20,122208,FPO,0,19,26,15,23,16.26086956521739,0,0,4276,7,0,0,0,0,0,0,14,0,0,26,0,0,0,12,0,3.4904853239674227,0,0,0,0,14,0,15,0,14,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,29,0.0,,0.0,no,3891,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,31,0,0,17,0,6,0,0,0,0,0,0,13,0,30,0,0,0,0,0,0,0,Stacie Rawnsley,0,0
21,62325,FPO,0,26,0,11,25,12.8,0,0,10106,0,2,0,0,0,0,0,11,0,0,17,0,0,0,0,0,2.937838518412967,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0.0,,0.0,no,5128,2.5,-14.0,,0,0,0,0,0,0,0,,0,9,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,10,7,0,0,0,1,0,0,0,28,0,0,25,0,0,0,0,0,0,0,0,15,0,34,0,0,0,0,0,21,0,Vanessa Van Dyken,0,4
22,29947,FPO,0,7,13,0,9,9.777777777777779,0,0,2853,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592560049482068,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,0,0,0,0,0,3,0,14,0.0,,0.0,no,2214,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephanie Vincent,0,0
23,74708,FPO,0,14,17,0,12,19.166666666666668,0,0,1825,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,3.2607998516108143,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,,0.0,no,1325,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,30,0,Casey Pennington,0,0
24,59431,FPO,11,11,0,13,13,14.307692307692308,0,0,5943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013532524330034,0,0,0,0,13,0,13,0,19,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,,0.0,no,5943,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,19,0,Madison Walker,0,0
25,104187,FPO,0,0,0,4,8,9.875,0,0,4716,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.4341014460849797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,no,3596,2.5,-14.0,,0,0,0,0,0,6,0,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,19,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macie Walker,0,0
26,65961,FPO,0,0,28,28,11,16.545454545454547,0,0,1017,12,0,6,0,0,0,0,23,0,0,20,0,0,0,0,0,4.019370145312045,0,0,0,0,0,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,,0.0,no,555,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shannon Prendergast,0,0
27,15354,FPO,18,0,0,0,8,9.0,0,0,3561,0,0,0,0,0,0,2,0,0,0,8,0,0,0,6,0,2.040225282611423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,,0.0,no,2393,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jennifer Allen,0,0
28,78135,FPO,0,19,24,0,7,17.428571428571427,0,0,175,0,0,4,0,0,0,0,21,0,0,17,0,0,0,0,0,4.195667110511082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,no,175,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Julie Eagle,0,0
29,106422,FPO,28,0,32,0,10,18.5,0,0,484,0,0,0,10,0,0,0,0,0,0,29,0,0,0,0,0,5.832410875366319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,67,0.0,,0.0,no,300,2.5,-14.0,,3,0,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Katelyn Belty,0,0
30,64751,FPO,13,0,0,20,12,10.416666666666666,0,0,5252,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2.6440183706157105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,no,2885,2.5,-14.0,,0,0,0,0,0,12,0,,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Callie McMorran,0,0
31,73693,FPO,0,22,21,0,5,14.0,0,0,764,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4.045168326791105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,,0.0,no,0,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Krissie Fountain,0,0
32,139109,FPO,36,0,0,0,25,22.72,0,6,1085,0,0,0,10,0,0,0,0,0,0,26,0,0,0,12,0,5.079093514408696,0,0,0,0,26,0,17,0,33,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,54,0.0,,0.0,no,1085,2.5,-14.0,,0,0,0,0,9,0,0,,0,0,35,0,0,0,0,18,0,19,0,0,0,0,14,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,20,0,0,29,38,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19,0,37,0,0,0,0,0,32,0,Leah Tsinajinnie,0,0
33,144112,FPO,23,0,0,0,11,13.0,6,0,6020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2.4789966761802966,0,0,0,0,10,0,3,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,,0.0,no,6020,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,29,0,Ella Hansen,0,0
34,60798,FPO,19,0,0,0,6,11.0,0,0,1851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5994284752216172,0,0,0,1,0,0,25,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,no,1851,2.5,-14.0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madison Tomaino,0,0
